sentiment,tweet
pos,حمدلل انا نوع لي شخمط مشى face_with_tears_of_joy
pos,حفظ هالادعيه كرر اخر blue_heart
pos,ثمر مو سهر برج حبا شق beaming_face_with_smiling_eyes
pos,طبع ظلم شده عيف لي ثبت بصم جمع فضل كمل جهز blue_heart
pos,صبح خير صحي person_facepalminglight_skin_tone‍female_sign️
pos,شغل اهل ابن حلل نشن قيصر الق face_with_tears_of_joy
pos,نشر حاج بقى face_with_tears_of_joy
pos,سعد يرب صبح خير rose
pos,هذي مكا جيل طق ال نقص اهل نقص عقل
pos,انا عصر فجر two_hearts
pos,عيل بول شبح face_with_tears_of_joy
pos,صبح فل يسم tulip
pos,الل مطر blue_heart
pos,احب لمباريات OK_hand
pos,ودي عطا قاس عش تحج عدل
pos,ايك ريش تلز زمل face_with_tears_of_joy
pos,رضا حلو حية بسم اهى شكل حسن ظن الل حقق حيل hibiscus
pos,صحة نوم جي thinking_face
pos,يلب روع tulip
pos,اني غفر اتب ال جمع ذنب خطا blue_heart
pos,ضغث فكر لست سؤل اهم الآ حق حفظ رونق حرف نقء روح dizzy sparkles
pos,سود يقل اخو كيز جد علا beaming_face_with_smiling_eyes
pos,فرض عطل هذي رقد كوس نعض قلة نوم لي ايم لقر عكس نزد قلة نوم face_with_tears_of_joy
pos,ارخ ارخ مجد قره بقى سيد حدث حدث اظل ظرف blue_heart
pos,نصر يرب يااعاالي raising_hands
pos,ألق فاق حدد بدع حرف قطر تمز ورق روح افض طيب ذوق writing_handlight_skin_tone smiling_face_with_smiling_eyes writing_handlight_skin_tone smiling_face_with_smiling_eyes writing_handlight_skin_tone smiling_face_with_smiling_eyes backhand_index_pointing_downlight_skin_tone two_hearts two_hearts cherry_blossom cherry_blossom TOP_arrow dizzy TOP_arrow ribbon TOP_arrow dizzy TOP_arrow musical_note
pos,لاه سأل ايد شكل ديم طقطق ال يدى خيس ولل ماطقطق face_with_tears_of_joy face_with_tears_of_joy
pos,قصر heart_suit
pos,صدقٱ كنت شتق لاه كتيير smiling_face_with_heart-eyes red_heart red_heart flexed_biceps red_heart red_heart red_heart
pos,الل لئك صلى نبي يا امن صلى سلم سلم two_hearts two_hearts two_hearts two_hearts two_hearts two_hearts two_hearts
pos,صبح مطر جو كثر جمل purple_heart
pos,مطر سحب مرى
pos,قلة لان مابتفهم face_with_tears_of_joy
pos,بنت ايش ولد ليث بنت لاث بث ثؤل ثرع قثف جبه مثك smiling_face speak-no-evil_monkey see-no-evil_monkey face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing broken_heart
pos,مدع عطف حك ضيع جوع فقر الل ماتعرفونه حس جوع قدر حاج جيع
pos,ورا هالشاش جي قطع يلل اهم شيء ﻻخلاق beer_mug
pos,حمد حمد كتب حسن حمد سبق سبق رض عفو حمد حمد heart_suit herb herb
pos,ثور سخر حمد زيد غنم درع رسل نفق grinning_face_with_sweat
pos,باب قاد قمص عجب امر قمص وسف شف ذب شف ذب بصر ابي sparkles
pos,كون اخت شكر حضر سهم دعم دكتور طلب ادر growing_heart
pos,جيب بنت بتع شق قلع نكه جمد تحرر حرر شفشف قحب عير برل صبح kissing_face
pos,ارب صبح سعد rose
pos,حزنش لي قدر ردى وسف ﻷبه سن وجع قدر نهو ردى روح تان فرح جبر red_heart red_heart
pos,مايصير ختر شي face_with_tears_of_joy
pos,صبح خير صحب سعد red_heart
pos,صبح خير سرة نبت يم ولب speak-no-evil_monkey
pos,ضاق بي دنا يعد عير فرق
pos,ماتفعل يمن وجب لقى ضاق وسع بذل عرف بذل خير
pos,حلق جمييل حدث تجه سار قصة متع هيل شهد مير ري تخد
pos,كفو انا بج face_with_tears_of_joy
pos,سهم فضل ثلث يام طهر بقع شرك انل صحب ﷺ leaf_fluttering_in_wind leaf_fluttering_in_wind leaf_fluttering_in_wind kaaba
pos,سبح الل طير ارز طعم سمك كوة slightly_smiling_face
pos,جمع ريق مر ولى اس امم ريق كثر برا طلع OK_hand clipboard trophy eyes
pos,خوش سور rolling_on_the_floor_laughing
pos,اذن الل شخط هدف صدر هدف رقب نزه لي اشف برح ليك درج هلل face_with_tears_of_joy
pos,حل شيء ندر relieved_face
pos,خير
pos,عجب كلمآ هنآ هنآ جمآل عنى لملامستهآ وآر
pos,رهق ربرب جسم خرف اغر حبب صدق جسم سطر سعد حل وجب زلي هيج
pos,تب فزع beaming_face_with_smiling_eyes
pos,حمد فهد عضو فسد طيب حمد فهد خدم قطر طيب حمد فهد نفذ طيب حمد فهد قدم
pos,وي حبب blue_heart
pos,قيم دواردو blue_heart
pos,صبح نقي جمل ادم سعد قلب herb
pos,يسڪ رض الل قلب صبح گل شيء جمل سكن رضا قلب يا الل red_heart leaf_fluttering_in_wind
pos,دهي يست face_with_tears_of_joy
pos,جن كثر كثر palm_tree
pos,شرق احا ابي كثر عجب حلم مرئ غضب امن طمع تدر fallen_leaf sun sun fallen_leaf
pos,الل حبب face_with_tears_of_joy
pos,الل شخص ضارب وحد عمم حمدلل سعد وطز حق صدف
pos,صبح جوء جمل rose
pos,خار شخص جمل خار شخص حي جمل revolving_hearts cherry_blossom
pos,بسم كنه سم نجد مطر سحر ريض حز مطر blue_heart
pos,فكر اخر نوم فكر ولى صبح فكر مره طول red_heart
pos,دمه لوح باح اسس winking_face_with_tongue
pos,شي قدس حي احب اكن سان سمع اسف new_moon_face
pos,انت كف طيب لك مواجيب انت وفا خوة شمخ راس طبع طنخ عز طيب شيخ ولد heart_decoration heart_decoration
pos,هجى ايش كتب انا slightly_smiling_face
pos,نتا تغر احل صاح قصد اسء انا كسر ورب يكسر حد musical_score smiling_face_with_smiling_eyes broken_heart
pos,سبح الل فوز جدر ليش ديم فوز شكك قدر لي غلب لعب سو دخل ميد خرج face_with_tears_of_joy
pos,شرل امر لب عمر انا هدي يا عطر فاع heart_suit rose
pos,انا دشر شيء خرى face_with_tears_of_joy
pos,شكر الل سعد two_hearts
pos,دمي جمع رقص حلق مابيسو عرف تب نصر عثر فال اقبل rolling_on_the_floor_laughing
pos,شهر برل شهر بنق cross_mark_button check_mark_button
pos,ودد ود دود check_mark_button check_mark_button check_mark_button cross_mark cross_mark
pos,صبح درش yellow_heart
pos,لاو صبح عطء منا مسك زلفى حسن مآب ذكر red_heart red_heart
pos,حدث شي حبب فين صنع dm growing_heart
pos,جو جمل بهج ريح مال حقق وقت دهي يبق لذذ يرب كمل خير فرح hugging_face
pos,طن ام rose
pos,للى حتج ضفض ولى ضفض حل حل شكل worried_face loudly_crying_face face_with_monocle
pos,تخف كرى امي حس امي علا شخص سلب حاج طلع
pos,رسل نصب تقل لشئ دعا الل قدر لك عيش جمل دى بال إتعشم رب blue_heart
pos,صبح داش face_blowing_a_kiss
pos,رأة طلق مرأ فشل ربم نجح خلص رجل فشل وفق رأي two_hearts
pos,كوى زر صلح blue_heart
pos,ضيف نتا face_with_tears_of_joy
pos,بدئ بدئ ال غلب عنى face_with_tears_of_joy
pos,جرب شوي سكر الل لذذ سن حرم جرب سكر بيض لذذ الل slightly_smiling_face
pos,عمر مر broken_heart face_with_tears_of_joy
pos,لاتستعجل حبب اير winking_face
pos,الل اني لگ باب ردد غيرگ مي رد love_letter
pos,صلو علئ خير بشر طهر red_heart smiling_face_with_smiling_eyes
pos,الل امت عور صبح face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
pos,عنى لي كثر عنق amp couple_with_heart smiling_face_with_hearts
pos,شهر فعل برك حمراء الق نظر غرد clapping_hands red_heart
pos,ليش ضيح slightly_smiling_face
pos,اخر حبب قآل خلآ rose
pos,سعد روح صبح حي جمل صبح بطل رفق روح yellow_heart yellow_heart red_heart
pos,الل الل همس thumbs_up
pos,ماء ماء شي حي droplet droplet droplet water_wave water_wave water_wave water_wave water_wave water_wave folded_hands
pos,صرل حدث حمد خير حفظ عدس نكب حفظ عدس ظلم وزع سفر weary_face broken_heart person_facepalming female_sign
pos,لاه شهر لحن عبى منش غب زي person_facepalminglight_skin_tone‍female_sign️
pos,رحم عنا ولد memo leaf_fluttering_in_wind dove
pos,صبح طمأ قلب صحة جسد رض عبد رج يرب rose sun_behind_large_cloud
pos,امة ملأ شيب عرض اظل طفل دلل اظل امة همة شمخ ذلل two_hearts
pos,عالبر ابن خله green_heart
pos,قول لمذ احب بسم لي الل انة كنت حب كره بلي بك بلء جمل الل راد قلب اطع smiling_face_with_heart-eyes
pos,زوج فرض فخر حرر ماتزعل wine_glass
pos,صدق yellow_heart
pos,لشف شاف انا ولى عفت شيء انس مره rose
pos,بدل ملط حي دب شعر قرد لشف تعب عمر full_moon_face
pos,اني عوذ بك زول تحل فجأ جمع سخط folded_hands
pos,نسا ذكر نوم rose United_Arab_Emirates United_Arab_Emirates United_Arab_Emirates United_Arab_Emirates United_Arab_Emirates
pos,محد عرب زين شكل
pos,هذي عرش فكر مظل ازل علو زرع تسلق ارض smiling_face_with_heart-eyes seedling
pos,ورط سمع اغن فرق عرف ذكر مان خلى مان ضبط smiling_face_with_halo
pos,ثنى زاد عنى يا حظ داح ورق
pos,رجل مايصلح beaming_face_with_smiling_eyes
pos,امن صبح رض rose
pos,ردلآ سرر امن سبح الل صبح ارب تقض ضجع حوثةالشمال وجعاربةالجنوب
pos,يا يا ابن لك ارش بطن غميم احل قيد حرب Saudi_Arabia
pos,سمح خلة ولى حطا قصر smiling_face_with_heart-eyes
pos,دكو طلب خصء سعد نسل غضب شعب فضح خطط لجء شركاء خطط منع شبب
pos,صبح خير صبح فل rose rose rose
pos,مايرخص لي ربى رخص اهل فضل عشق فضل حي سب شخص شخص وأح سب شخص غلى red_heart
pos,نوم صلة فجر شيخ ابن باز رحم الل بلة عظم نكر عظم وقع كثر glowing_star blue_circle
pos,صبح اخي جمل tulip
pos,جول روبرتس two_hearts
pos,يدو نشر صحب كليكس سبب رئس عدء ولي تحد امر يدو ابن قتل عرقى مدن
pos,مرس تقن خفف نظر فيثاغورش smiling_face_with_halo thumbs_uplight_skin_tone light_bulb
pos,ذكر الل كثر ذكر عد الل غفر اجر عظم سبح الل حمدلل اله hibiscus hibiscus
pos,ال شفي بث شهر انستغرام مزز عرف شسلف صرر لحح راض انة زله smiling_face_with_horns smiling_face_with_smiling_eyes
pos,يبن ادم بلغ ذنب عنن سمء غفر غفر لك بلي استغفرالله عظم وتب ال cherry_blossom
pos,لفا برك خلق الل اتم face_blowing_a_kiss
pos,علقولو ليستقبلو قلب بدل رمز تير شرب face_with_tears_of_joy face_with_tears_of_joy check_mark_button person_facepalminglight_skin_tone‍male_sign️ person_facepalminglight_skin_tone‍male_sign️ person_facepalminglight_skin_tone‍male_sign️ rolling_on_the_floor_laughing rolling_on_the_floor_laughing
pos,صبح خير smiling_face_with_heart-eyes
pos,ركب حمر زاد لاح شي rolling_on_the_floor_laughing
pos,وصي امم وسى كظم سلم هشم حكم عقل جزء حاد يا هشم امر seedling seedling triangular_flag
pos,الل سهع قلب face_with_tears_of_joy
pos,عمر اعند غلى يبو شاء الل حية سرى صدق yellow_heart black_heart face_with_tears_of_joy
pos,حفل نخد حق شهداء نتا حفل شهد فد فسا عش دا نخد سرق
pos,نجب ملي سمع
pos,الل سعد فهد طيب rose
pos,خير صبح صبح رسل عنى نسى حزن مضى عش جمل خير backhand_index_pointing_left sun_behind_cloud sun_behind_cloud
pos,رب جبر خطر وحد جبر خطر ناس smiling_face_with_smiling_eyes
pos,عقب طيح face_with_tears_of_joy
pos,يخي وحش red_heart
pos,وشى نمى beaming_face_with_smiling_eyes
pos,جبر خطر جبر خطر هلو هرد يرب صبح فل يسم bouquet
pos,منع شرط سمع صوة سمع انة شيق سمع حدث تصل صلى grinning_face
pos,سلم رحم الل برك همس صبح احز يم نهى بشر يم خفى love_letter love_letter
pos,وتر هزم خلص هبط الل سبب قدس يحء بري جيه سهل broken_heart
pos,امن يرب صبح رضى bouquet
pos,سهم ليل ازل عبد قرب نفل حب comet blossom
pos,صبح يا طلة صبح يا صبح شوق حسس حبه قوم صبح دام شوق صحي سلم غرم حب حب سعد صبح hibiscus
pos,عجب وصل متع نظر grinning_face_with_smiling_eyes
pos,سلك سبح
pos,وضع مطر face_with_tears_of_joy
pos,حية رحل سبق اصب تب الل لنا قدر كتب عمر حد
pos,ؤمن فسق red_heart
pos,قدر تعب حبا مر relieved_face
pos,لمة سطر اتش نسي خلص حلو مر عجب شجع اهل خسر اهل باك وسط شجع ماش
pos,حي صبح الل ذكر شرح صدر الل اعن ضيق سبح هلل سلا درب pos مآ جمل يقظ صبح شكر رب عرف فضل تقل حمدلل عاف جسد pos خطة حكم فن امر وقع اعب ال نهو فيم بدى طلب ثمن كسب قمب pos لحى حلو pos جان ونا مال حبه يول حبب سلف كنت حبا pos سهل شي pos سحب ليل ايف رتي رفق طبق شرط pos نسب فوز هلل سحب ايف رتي تبع سحب سعة وثق فدو pos نسب فوز هلل سحب ايف رتي تبع سحب سعة وثق فدو pos تقل وشى طرى بال اقل بال طار pos اوه كثر كثر كثر يا ويل اوف احح تب تسى كس سوي فول رتو pos حبا هلب مر عرف ماشاءالله صوة جمل pos سحب ليل ايف رتي رفق طبق شرط pos حمد برا صعب وفق الل دعم جوز برا pos ريم مها يحي رحب ملف pos شيء فتح مطر pos مان ال متك أكل زق انا pos دنا جو فرح حزن عفي نجح عفو حرم سمح الل pos مال نشط خلى كيماو بدل يجر علج سرع قذف حسن pos تبع وحد جمل pos ㅤㅤ الل عظم كسر خطر يلل ولف بدي مواضيع شلا فتح pos قول امر ركز بلد يمن ركز كبر نطق خرى اقل حرص pos ادر وين لعب رجل عاض ارض عضو pos عم فسر ظهر كون pos منى جمع سوء للى نصب جمع للى نصب رمض رب بغل وي ايه بصح pos كوبار لعب تحد اسو دول ال مشى وره اخر طرطور قدم حمد pos تايهيونق بحر كواليس صور يدو وسق boy with luv pos يعر فضح ؤمن سهل نجح ؤمر وذج تأم pos كره صدر رجل pos عقرب اسم عري بطن pos ثلث دعي لٱ نس اني سأل حسن ختم توب نصح موت يا قلب قلب ثبت قلب دين pos صبح صبح خير لنا صدر خاب لنا مرى لنا وفق pos برك فوز وقع عمد pos همة ولى جد tongue purple_heart backhand_index_pointing_down blue_heart mobile_phone flexed_biceps blue_heart mobile_phone flexed_biceps rose fire heart_suit fire peach peach kiss_mark fire smiling_face_with_heart-eyes backhand_index_pointing_down blue_heart blue_heart blue_heart full_moon_face backhand_index_pointing_right honeybee hundred_points hundred_points waving_hand herb yellow_heart memo memo rolling_on_the_floor_laughing face_with_tears_of_joy glowing_star movie_camera sparkles blue_heart yellow_heart face_with_tears_of_joy evergreen_tree cherry_blossom rose herb rose blue_heart movie_camera check_mark flexed_bicepsmedium-light_skin_tone blue_heart
pos,رأة سيد جمع cherry_blossom
pos,ملك روح جمل ترى شيء جمل ملك رضي رضى
pos,نور قهر face_with_tears_of_joy
pos,قمص برد مقتنعتش face_with_tears_of_joy
pos,سعد جهز smiling_face_with_sunglasses
pos,نتا slightly_smiling_face
pos,ولى انوثتهاعبيرمن غدد رحق قدس شذى يرو نسم ونس فاس طرابلس قصد شعر يمن شعر
pos,نجح خطة رحم رب فعل امر بحل
pos,شرط كور خف ذكء نقذ حية وطن نحر رفو كور thumbs_up South_Korea
pos,اغن فضل جمل صبح blue_heart
pos,صوت زغر رهو شكل rolling_on_the_floor_laughing
pos,اعن كثر سجد صلو رب سلم سأل رفق
pos,شوف زمل خرج هيد لسن لي فات عنى درج تان بطل
pos,رقب شيء اعد لك
pos,طال عمر شول رز هزء grinning_face_with_sweat
pos,منى صدق نتا حبب كوى قرب انت كنت سأل جلخ معى قرأ face_with_tears_of_joy
pos,هلل صبح ندى سعد حرز هدف جمع بطل خلل وسم
pos,الل صبح كوى تكد نكى تيم heart_with_arrow
pos,اها خلص عنى طلع وحد ثلث ربع تعر صلى تعر دمي شكل مهم اهم شي قلب نيه خخ face_with_tears_of_joy
pos,صبح نور fallen_leaf
pos,شكل معنديش ناه رقد face_with_tears_of_joy
pos,برد جو صوت مطر خفف فتح يرب لك حمد blue_heart
pos,باك شرق eggplant
pos,ثبر
pos,ظن راي يضء يا وحش green_heart
pos,بخت نيل face_with_tears_of_joy
pos,اني ودع بسم قلب صحة رب ودع غلى ملك رحم نمي امة red_heart
pos,لي زعل منة نظر رمض رسل رسل عذر جمع tulip
pos,غلط قرء face_with_tears_of_joy
pos,طاف yellow_heart
pos,انم حسنل تيم عمر مس رتي مزز grinning_face_with_sweat
pos,قطر مطر رب عدش دنا وخر ريرزقش احق انش heart_with_arrow
pos,جمع يا رب purple_heart
pos,بما طقي تحد حبا اقل اطق دور لي كنت تشك نهو نز
pos,خيب امل حق صحب folded_hands
pos,ربع ازى بلغ مال سؤل نشر money_with_wings party_popper smiling_face_with_heart-eyes wrapped_gift shopping_bags party_popper relieved_face clapping_handslight_skin_tone
pos,ورب نكى طقع نتا وي فرق نتا وجى بش ثني face_blowing_a_kiss
pos,وقت نسب اتى رسم قلب فرح انا جاد cherry_blossom purple_heart
pos,حدث عقل بما يلق صدق عقل صلح عطر face_with_tears_of_joy
pos,جمل عزل فئد نظر كثر امر جدد فكر تحس بدع thumbs_up
pos,كنت رهقتگ حب رحل عنگ كنت گلف مشاعرگ حب انة دفع عمر ثمن لگ صمت
pos,لطف دار ممن folded_hands
pos,غفرک للہ غفر لي رضى عني تطب لي الح heart_suit
pos,درج تخل تقل يري قدر صعب عش سحق خير لي انا صدق
pos,صدق حي قول فعل تكن ناقض قول جمل فعل يلق بك جمل حية روع وفق
pos,حن نسة شيء عش سحب check_mark_button
pos,سبق face_with_tears_of_joy
pos,بار لنا متع برح صلح صحة صبح red_heart writing_handlight_skin_tone writing_handlight_skin_tone rose rose
pos,شيء طيف فجئ خطط اتى وقع بهج قلب rose
pos,نتا بشر يا قمر زاد سهر هوى غل leaf_fluttering_in_wind
pos,فز حمدلل blue_heart
pos,حفظ يمن وحد ايم ارض سمء خير شعب تر beating_heart herb
pos,شكر هه شي روق hugging_face
pos,خوى تزج عذر كفء عذر ثني هرء انن بحت اصل فكر
pos,تبع كرم صبح خير حسس طيب rose
pos,حال طام جاي كثثر غززر الل ايك نوم ثققل غمئ عممق winking_face
pos,سمى رئع متز وفق الل بدر جمل امن وفق لكم ولى امم دئم rose
pos,فات خفض كبرى خفض صلى قسط بدن فئد سوق الآ fire smiling_face_with_heart-eyes
pos,سعة صبح انا سأل صبح جمل صبح ذكر زيل عنء صبح نور سعد ﻻيمس شقء sparkles
pos,لفا نقط smiling_face_with_sunglasses
pos,جمل سمع شيخ red_heart
pos,يصل الل اتم فرح حبر bouquet
pos,صبح طيف
pos,خير dove fallen_leaf
pos,ايه ايم جيه بقى ﻓﺎﺳﺘﺠﺒﻨﺎ ﻟﻪ ﻗﺪ ﺃﻭﺗﻴﺖ ﺳﺆﻟﻚ ﻗﺪ ﺟﻌﻠﻬﺎ ﺭﺑﻲ ﺣﻘﺎ
pos,حمد حال winking_face_with_tongue
pos,قهرر دردش كرى عصب فجا صرخ برا حس انن بيت face_with_tears_of_joy
pos,وعد حضر سبب زعج ودع اغب لغى حضر ㅤ اني فتح باب قلب حرج حبا كوى انس اهو
pos,حمد فوز تحس ستى فرق قدم خرج حال ضغط دخل سبك blue_heart
pos,رمض شعب sun_behind_cloud sun_with_face crescent_moon leaf_fluttering_in_wind leaf_fluttering_in_wind
pos,لصص بدئ مشى face_with_tears_of_joy
pos,امن يرب slightly_smiling_face rose
pos,رحب كبر smiling_face_with_heart-eyes
pos,سأل صبح صدق وكل حسن عمد يقن سخر جرح طعة ملأ قلب حب herb
pos,تخل واح درج هتف ماش كفا ابع جاي حكا فرح صعد red_heart red_heart red_heart
pos,فرح دمع قشعر ابد ارب folded_hands
pos,اسك حد لي shushing_face
pos,اعذ رآڪ منآ انت white_exclamation_mark blue_heart
pos,قل لذى ملأ شؤم قلب مضى ضاق افق سر سعد حسن ظن لذى خلق حية قسم
pos,شرق صبح طمئ مضى ايم ثقل حضن بشر sun sun open_book memo
pos,شجع ريق فيز دور ارح شجع تحد ونا لعب تو فيز ماتاصل face_with_tears_of_joy
pos,فسى حد كد red_heart
pos,شعر يقل منة حجہ مدح هلز انة حاج حب مكن حبا مو مكن الل لقل اهه new_moon_face face_with_tears_of_joy expressionless_face
pos,منى رد اخت الء وصل slightly_smiling_face
pos,قلى بتع سعى كرى فرج face_with_tears_of_joy
pos,اقل نمي ونا روق blue_heart
pos,احب غيم لمع blue_heart
pos,قشعر وسم ونا اقر اسم ولد ظمن سمي نجح قسم ثني كثر ربع
pos,شاء الل تب كاش فيز face_with_tears_of_joy
pos,صور طفل smiling_face_with_heart-eyes
pos,فضل لعب اس امم ريق رمن ميز فرع حسن عبد رب TOP_arrow smiling_face_with_sunglasses
pos,حبا هدى ring white_flag️‍rainbow revolving_hearts revolving_hearts
pos,ليش انا عطي وجه عش وري قفى smiling_face_with_sunglasses
pos,يا دحبش سب سب حرم face_with_tears_of_joy
pos,خزد صبح خير وقع جمل يرب purple_heart purple_heart purple_heart
pos,برل دور يطل x تسو pm سان سير bein sport trophy soccer_ball alarm_clock stadium
pos,عجب موه تر كله غلب هند فئل نتا relieved_face
pos,فعل بقى الل وميبنقصوش رجل beaming_face_with_smiling_eyes
pos,سأل عفو غفر ذنب بشر خلق ٱدم بعث folded_hands
pos,حق تحد شجع هلل اهل حق هلو شجع نصر تحد هزم اهل
pos,طال دعء امة امة امة red_heart
pos,بذن الل احن بق علماء سبب بلح تخل رض تشل حنجيب وحد زى زفت مسك احن مبنتعلمش ذكرى folded_hands
pos,قصد شعر شي شرح خطر نحب تضح وجه حلل منا microphone
pos,عنى face_with_tears_of_joy
pos,نقل قطع جو face_with_tears_of_joy
pos,موش حسن فضل سهر حد دلق face_with_tears_of_joy
pos,دعا دول خلج ضمم عضو راقيۃ قيد
pos,صاح بدن رب سعد rose
pos,انا الل عظم عرف قصد فهم صاح نسي لان علا شخص كرة slightly_smiling_face
pos,ود ناس خب جزى بسم بسم شك يمن صطفى انم purple_heart
pos,نتا خير face_blowing_a_kiss
pos,هبل مايعرف بقة smirking_face
pos,نور blue_heart
pos,الل بلغ رمض نتا احس حال يرب red_heart
pos,الل bouquet
pos,صبح شرق خير tulip
pos,حلو دنا فاز هلل blue_heart
pos,طرح عمر يا سلم الل رحم عبدالرحمن سعد smiling_face
pos,ثنى شور لي لك sun_with_face
pos,مواضيع شيق رئع هدف فلض حساب جد سحق tanabata_tree tanabata_tree military_medal military_medal dizzy
pos,شرآق حنآ صبآحآ حسآس تجدد كأنمآ طفل دنآ شيء مآ همس اذن شعر sun_behind_small_cloud
pos,حال لعب وتر اعد دور وضع ثبت لي ورق بدأ سقط وبد حبل لتف عنق
pos,يا صبح غيم جو علل يا صبح خير جوء جمل cherry_blossom
pos,ذكر الل طمأ قلب rose
pos,كثر امر وجع تعد شخص تغر فجأ احب انس حيل تشف لك خيل شخص ميت
pos,نبع ذوق حفد فرش tulip
pos,جعفر رحم الل سمع مال قرأ نزل قرآ
pos,الل فاز two_hearts
pos,اخر heart_suit heart_suit zzz heart_suit heart_suit
pos,دحا فكر برا جاي فكر خبر person_running
pos,وقع شاف حدد نحل خرج دير يم حسى rolling_on_the_floor_laughing
pos,صل سلم نبي حمد فضل صلة سلم rose
pos,صدقٱ كنت شتق لاه كتيير red_heart flexed_biceps red_heart red_heart red_heart
pos,صبح خير صبح جوء لي سلى صبح سعد يلل غام مطر صحصح رحل rose
pos,ايش دخل نصر face_with_tears_of_joy
pos,عمر حية سلم دلع خقت ونس حيت طيب سلم خلء rose
pos,بصر عيب شغل عيب memo dim_button backhand_index_pointing_left black_nib dizzy
pos,حنن سهم سعد نار ولء الء ال قلب grinning_face_with_sweat grinning_face_with_sweat
pos,اخر دوم relieved_face
pos,رب هيراض اذن الل blue_heart
pos,صبح خير يا وجه خير purple_heart
pos,يرب عجبكو blue_heart
pos,الل يتر بقع ودء قلب انت غفر غفر الل ال حي قيم وتب ال blue_heart two_hearts
pos,زهر شببى دبل face_with_tears_of_joy
pos,صبح نتا نتا جمل سكن صبح شوق يا جمل
pos,نفق اخو شيط طار شيط فئق دعبول صرح دوخ داخ حيو بغل حصن
pos,عبدالرحمن خطب فعل دفع كرم سم خشب ختم رسل ختم سبب ذكر عمر rolling_on_the_floor_laughing
pos,جمع جبر بدل عضء twelve_o’clock sparkles sparkles
pos,قدم اهل اعل كنى وفق طرد وقت بكر هاردل لوو green_heart
pos,يا رب اب تعب ذبل حزن yellow_heart
pos,اسر خلق ادب جم حكم ناس تقط لمة عني ولئ انم
pos,طيب ثلث face_with_tears_of_joy
pos,جمل صدقائ حفل يلد فجأ حلو اصل وي حال relieved_face
pos,عقب سلم خفي اكل ذيب وسف بصر افض امر pos جبى صاف اهل نجم pos اذل pos ماء جن جن pos جمل تجد قرب رغم شكل pos حقق فرق عدل سمء اهل زرق pos فدى قصر بدي عمر pos سهر pos نجد طهر قلب ورق خلق بدع انق ميز pos انا لاتكلميه معى كرتير pos ابن رجب رحم الل عقل حاج رب نمي وقت سحر لاو رئع pos بشر يا خطر سأل وقت مو كثر pos اهو شيء دهش عضء فرق bts يدو pos هوه تمر علا pos برك فوز يا زعماء ريق فشل يل فوز ثلث نقط pos حمدلل اخذ عاض حمدلل كشف قدر رضى روح امن blue_heart slightly_smiling_face open_hands red_heart backhand_index_pointing_right red_heart backhand_index_pointing_right red_heart backhand_index_pointing_right red_heart backhand_index_pointing_right red_heart backhand_index_pointing_right red_heart backhand_index_pointing_right beating_heart folded_hands folded_hands yellow_heart face_with_tears_of_joy writing_hand cherry_blossom rose black_nib rose beaming_face_with_smiling_eyes headphone smiling_face_with_heart-eyes face_with_tears_of_joy blue_heart
pos,هالمنظر صج موجوود كثر ناس صخ نسع قل افي ستر بكس شكلج اخذ وضع رضى
pos,سعد دخولى سجد قلبى هدأ عقلى سعد ري غيب yellow_heart
pos,صبآح دآہ جمل طرق فتح أمنيآ حقق رحہ دام عآد وآبتسآمہ زول rose rose bouquet
pos,احل رب جاب yellow_heart
pos,حصل بخل new_moon_face
pos,زار ريبير smiling_face_with_heart-eyes
pos,عشت يدج thumbs_up
pos,صاب نفع يرب مطر خير blue_heart
pos,عد smiling_face_with_sunglasses
pos,تزج حبب مال دعى تخل ترح شيخ ام حسن سحب شرب face_with_tears_of_joy
pos,حك حاسيس شعر بينهممالگ شب مالغيرگ فصل حضر طام قلب سلم
pos,حمدلل فين smiling_face_with_heart-eyes
pos,دنا مو وسع جين face_with_tears_of_joy
pos,نور نور يا صفصف cherry_blossom
pos,صبح خير bouquet bouquet
pos,صبباح خير ذكر صبح heart_suit
pos,بلز شاف هالحلو معي عش عدل red_heart
pos,رسل صبح يأس لك رب اقل كوى صبح خير rose
pos,تبع جمل قصة حب لوه جمع two_hearts
pos,حاط سمع لان هتعيد قطع كتر كتر اوي بلغ جمل فجر بوه عرب مكن تشف حي grinning_face_with_big_eyes
pos,جوء حلو yellow_heart
pos,لآ طاع بال رضء رضء ناس غاي red_circle bell_with_slash white_exclamation_mark red_exclamation_mark exclamation_question_mark double_exclamation_mark hollow_red_circle
pos,ظبط كد face_with_tears_of_joy
pos,ليل كولينز جمل تكلف purple_heart
pos,احل افي ادر هلل ظلم صاح قرو نمى غلب طول كتب رشح خير شهد winking_face
pos,عدل زين خل سكت rolling_on_the_floor_laughing
pos,ㅤ عرف حيآ جمل بدن حبب
pos,اسل الل رضى عني رض الل لجن صبح red_heart dove
pos,مطر خير برك يا رب rose
pos,اغا كت مكن بج رئد بوى leaf_fluttering_in_wind cherry_blossom
pos,عقد نئم صلة فجر اخذ قدر اعلم مسك قدر
